,company_name,company_based,no_employees,tenure,headquartered,designation,experience,salary_range,avg_salary,rating
0,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,System Engineer,0-9yrs,(₹1.9L/yr - ₹9.0L/yr),"₹6,03,065/year",3.8
1,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,IT Analyst,3-11yrs,(₹5.0L/yr - ₹15.0L/yr),"₹9,87,937/year",3.8
2,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,AST Consultant,6-15yrs,(₹7.9L/yr - ₹24.0L/yr),"₹15,33,494/year",3.8
3,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Assistant System Engineer,0-4yrs,(₹2.2L/yr - ₹4.8L/yr),"₹4,00,473/year",3.8
4,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Associate Consultant,5-21yrs,(₹8.5L/yr - ₹35.5L/yr),"₹19,90,789/year",3.8
5,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Software Engineer,0-8yrs,(₹3.0L/yr - ₹11.8L/yr),"₹7,70,962/year",3.8
6,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Senior Process Associate,0-11yrs,(₹1.5L/yr - ₹7.7L/yr),"₹4,35,584/year",3.8
7,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Software Developer,0-9yrs,(₹3.0L/yr - ₹12.0L/yr),"₹7,58,008/year",3.8
8,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,Process Associate,0-8yrs,(₹1.2L/yr - ₹5.5L/yr),"₹3,10,289/year",3.8
9,TCS,IT Services & Consulting , 1 Lakh+ Employees ,55,Mumbai,IT Analyst C2,3-10yrs,(₹5.4L/yr - ₹17.2L/yr),"₹10,27,133/year",3.8
10,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Application Development Analyst,0-6yrs,(₹3.0L/yr - ₹12.0L/yr),"₹7,85,607/year",4.0
11,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Application Development - Senior Analyst,2-9yrs,(₹6.3L/yr - ₹20.0L/yr),"₹12,38,665/year",4.0
12,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Team Lead,4-14yrs,(₹7.0L/yr - ₹24.8L/yr),"₹16,64,812/year",4.0
13,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Senior Software Engineer,2-10yrs,(₹5.9L/yr - ₹18.0L/yr),"₹12,95,206/year",4.0
14,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Software Engineer,0-7yrs,(₹3.5L/yr - ₹12.6L/yr),"₹7,69,486/year",4.0
15,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Senior Analyst,0-12yrs,(₹4.9L/yr - ₹20.5L/yr),"₹11,53,708/year",4.0
16,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Associate Software Engineer,0-5yrs,(₹2.2L/yr - ₹8.5L/yr),"₹4,77,768/year",4.0
17,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Transaction Processing Associate,0-7yrs,(₹75.0K/yr - ₹8.2L/yr),"₹3,56,110/year",4.0
18,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Application Development Team Lead,4-12yrs,(₹10.0L/yr - ₹28.3L/yr),"₹18,16,807/year",4.0
19,Accenture,IT Services & Consulting , 1 Lakh+ Employees ,34,Dublin,Analyst,0-12yrs,(₹2.5L/yr - ₹11.0L/yr),"₹7,46,329/year",4.0
20,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Programmer Analyst,0-7yrs,(₹2.5L/yr - ₹9.5L/yr),"₹5,86,251/year",3.9
21,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Senior Associate,2-15yrs,(₹8.6L/yr - ₹25.0L/yr),"₹15,92,095/year",3.9
22,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Senior Processing Executive,0-8yrs,(₹1.5L/yr - ₹8.0L/yr),"₹4,18,620/year",3.9
23,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Project Associate,1-8yrs,(₹5.7L/yr - ₹17.7L/yr),"₹11,19,956/year",3.9
24,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Technical Lead,1-14yrs,(₹5.4L/yr - ₹22.6L/yr),"₹12,95,121/year",3.9
25,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Processing Executive,0-3yrs,(₹1.1L/yr - ₹5.0L/yr),"₹2,64,131/year",3.9
26,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Software Engineer,0-7yrs,(₹3.3L/yr - ₹14.0L/yr),"₹8,47,954/year",3.9
27,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Programmer Analyst Trainee,0-1yrs,(₹90.0K/yr - ₹4.5L/yr),"₹4,07,968/year",3.9
28,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Senior Systems Engineer,0-8yrs,(₹2.0L/yr - ₹8.0L/yr),"₹5,68,590/year",3.9
29,Cognizant,IT Services & Consulting , 1 Lakh+ Employees ,29,Teaneck.,Project Manager,8-20yrs,(₹12.4L/yr - ₹39.0L/yr),"₹23,90,751/year",3.9
30,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Project Engineer,0-7yrs,(₹1.0L/yr - ₹8.1L/yr),"₹5,44,659/year",3.8
31,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Senior Software Engineer,1-10yrs,(₹3.6L/yr - ₹20.5L/yr),"₹11,77,915/year",3.8
32,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Senior Project Engineer,1-10yrs,(₹4.8L/yr - ₹18.0L/yr),"₹10,31,841/year",3.8
33,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Senior Associate,0-7yrs,(₹80.0K/yr - ₹5.5L/yr),"₹3,13,784/year",3.8
34,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Technical Lead,4-16yrs,(₹7.9L/yr - ₹28.9L/yr),"₹18,86,086/year",3.8
35,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Software Engineer,0-7yrs,(₹2.5L/yr - ₹12.9L/yr),"₹7,83,490/year",3.8
36,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Associate Consultant,0-12yrs,(₹5.5L/yr - ₹21.4L/yr),"₹11,99,467/year",3.8
37,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Software Developer,0-8yrs,(₹2.6L/yr - ₹16.1L/yr),"₹9,09,457/year",3.8
38,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Senior Test Engineer,2-11yrs,(₹5.0L/yr - ₹18.0L/yr),"₹10,95,802/year",3.8
39,Wipro,IT Services & Consulting , 1 Lakh+ Employees ,78,Bangalore/Bengaluru,Senior Administrator,3-12yrs,(₹4.3L/yr - ₹14.8L/yr),"₹9,61,465/year",3.8
40,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Deputy Manager,0-13yrs,(₹2.0L/yr - ₹10.5L/yr),"₹5,60,350/year",3.9
41,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Relationship Manager,0-16yrs,(₹2.5L/yr - ₹12.0L/yr),"₹7,40,009/year",3.9
42,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Sales Officer,0-8yrs,(₹1.0L/yr - ₹4.2L/yr),"₹2,54,163/year",3.9
43,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Sales Manager,0-16yrs,(₹2.5L/yr - ₹11.0L/yr),"₹7,20,504/year",3.9
44,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Personal Banker,0-10yrs,(₹95.0K/yr - ₹8.1L/yr),"₹4,95,272/year",3.9
45,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Credit Manager,0-11yrs,(₹3.0L/yr - ₹13.0L/yr),"₹7,85,146/year",3.9
46,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Sales Executive,0-6yrs,(₹20.0K/yr - ₹6.3L/yr),"₹2,50,919/year",3.9
47,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Assistant Vice President,5-23yrs,(₹12.0L/yr - ₹36.0L/yr),"₹23,28,176/year",3.9
48,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Branch Manager,5-22yrs,(₹6.0L/yr - ₹21.7L/yr),"₹13,81,792/year",3.9
49,HDFC Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Junior Officer,0-6yrs,(₹20.0K/yr - ₹4.6L/yr),"₹2,22,679/year",3.9
50,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Deputy Manager,0-15yrs,(₹2.0L/yr - ₹10.8L/yr),"₹6,06,823/year",4.0
51,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Relationship Manager,0-17yrs,(₹2.3L/yr - ₹10.0L/yr),"₹7,25,827/year",4.0
52,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Senior Officer,0-7yrs,(₹1.1L/yr - ₹5.4L/yr),"₹3,00,074/year",4.0
53,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Deputy Branch Manager,0-15yrs,(₹3.1L/yr - ₹10.8L/yr),"₹6,94,109/year",4.0
54,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Credit Manager,0-12yrs,(₹4.0L/yr - ₹13.8L/yr),"₹9,47,668/year",4.0
55,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Branch Manager,3-21yrs,(₹5.0L/yr - ₹19.7L/yr),"₹11,75,549/year",4.0
56,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Phone Banking Officer,0-7yrs,(₹1.0L/yr - ₹5.5L/yr),"₹2,97,750/year",4.0
57,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Sales Officer,0-7yrs,(₹85.0K/yr - ₹4.5L/yr),"₹2,55,229/year",4.0
58,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Product Manager,0-16yrs,(₹14.0L/yr - ₹26.3L/yr),"₹17,12,750/year",4.0
59,ICICI Bank,Banking , 1 Lakh+ Employees ,29,Mumbai,Deputy Manager II,0-13yrs,(₹3.0L/yr - ₹10.2L/yr),"₹6,92,513/year",4.0
60,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Technology Analyst,1-9yrs,(₹3.0L/yr - ₹10.4L/yr),"₹7,22,552/year",3.9
61,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Senior Systems Engineer,0-6yrs,(₹2.5L/yr - ₹8.0L/yr),"₹4,73,024/year",3.9
62,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,System Engineer,0-4yrs,(₹2.2L/yr - ₹5.6L/yr),"₹3,88,327/year",3.9
63,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Tech Lead,3-15yrs,(₹5.0L/yr - ₹18.0L/yr),"₹12,40,872/year",3.9
64,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Senior Associate Consultant,1-9yrs,(₹6.1L/yr - ₹14.7L/yr),"₹10,70,209/year",3.9
65,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Associate Consultant,0-6yrs,(₹5.0L/yr - ₹13.0L/yr),"₹9,23,332/year",3.9
66,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Test Analyst,1-9yrs,(₹3.3L/yr - ₹10.5L/yr),"₹7,32,272/year",3.9
67,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Senior Consultant,3-17yrs,(₹9.6L/yr - ₹30.0L/yr),"₹17,65,091/year",3.9
68,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,Test Engineer,0-6yrs,(₹2.2L/yr - ₹8.2L/yr),"₹4,48,449/year",3.9
69,Infosys,IT Services & Consulting , 1 Lakh+ Employees ,42,Bengaluru/Bangalore,System Engineer Hardware,0-4yrs,(₹2.5L/yr - ₹7.0L/yr),"₹3,88,829/year",3.9
70,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Associate Consultant,0-7yrs,(₹2.6L/yr - ₹9.5L/yr),"₹6,46,731/year",3.8
71,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Senior Consultant,2-14yrs,(₹7.1L/yr - ₹24.0L/yr),"₹15,19,162/year",3.8
72,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Senior Analyst,0-6yrs,(₹1.0L/yr - ₹9.0L/yr),"₹5,23,717/year",3.8
73,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Senior Software Engineer,0-9yrs,(₹3.2L/yr - ₹13.0L/yr),"₹8,09,729/year",3.8
74,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Software Engineer,0-7yrs,(₹1.6L/yr - ₹9.5L/yr),"₹5,85,745/year",3.8
75,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Process Associate,0-6yrs,(₹60.0K/yr - ₹5.6L/yr),"₹3,13,320/year",3.8
76,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Analyst,0-3yrs,(₹2.0L/yr - ₹8.1L/yr),"₹4,12,476/year",3.8
77,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Senior Associate,0-11yrs,(₹1.4L/yr - ₹7.2L/yr),"₹4,63,482/year",3.8
78,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Process Leader,1-13yrs,(₹2.0L/yr - ₹10.0L/yr),"₹6,18,246/year",3.8
79,Capgemini,IT Services & Consulting , 1 Lakh+ Employees ,56,Paris,Software Developer,0-8yrs,(₹2.9L/yr - ₹15.4L/yr),"₹8,77,676/year",3.8
80,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Technical Lead,2-14yrs,(₹6.8L/yr - ₹26.5L/yr),"₹14,87,168/year",3.7
81,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Software Engineer,0-5yrs,(₹1.8L/yr - ₹8.5L/yr),"₹4,79,767/year",3.7
82,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Lead Engineer,1-10yrs,(₹4.1L/yr - ₹15.0L/yr),"₹8,64,894/year",3.7
83,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Senior Software Engineer,0-9yrs,(₹4.3L/yr - ₹16.4L/yr),"₹9,44,348/year",3.7
84,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Senior Analyst,0-9yrs,(₹1.7L/yr - ₹8.7L/yr),"₹5,09,413/year",3.7
85,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Analyst,0-6yrs,(₹1.0L/yr - ₹6.5L/yr),"₹3,91,740/year",3.7
86,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Technical Specialist,3-16yrs,(₹6.0L/yr - ₹24.0L/yr),"₹14,41,654/year",3.7
87,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Senior Technical Lead,6-16yrs,(₹9.2L/yr - ₹35.0L/yr),"₹19,67,003/year",3.7
88,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Senior Specialist,2-13yrs,(₹4.8L/yr - ₹17.4L/yr),"₹9,92,656/year",3.7
89,HCLTech,IT Services & Consulting , 1 Lakh+ Employees ,32,Noida,Associate Consultant,4-19yrs,(₹7.5L/yr - ₹28.0L/yr),"₹17,60,138/year",3.7
90,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Software Engineer,0-8yrs,(₹3.0L/yr - ₹11.0L/yr),"₹6,72,136/year",3.7
91,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Senior Software Engineer,1-11yrs,(₹5.2L/yr - ₹21.0L/yr),"₹12,10,777/year",3.7
92,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Technical Lead,5-16yrs,(₹8.8L/yr - ₹29.1L/yr),"₹19,46,213/year",3.7
93,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Software Developer,0-8yrs,(₹2.7L/yr - ₹17.1L/yr),"₹8,35,943/year",3.7
94,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Team Lead,1-15yrs,(₹3.2L/yr - ₹18.0L/yr),"₹11,40,629/year",3.7
95,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Softwaretest Engineer,0-6yrs,(₹1.5L/yr - ₹9.0L/yr),"₹5,23,219/year",3.7
96,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Associate Software Engineer,0-5yrs,(₹1.8L/yr - ₹6.0L/yr),"₹4,25,625/year",3.7
97,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Devops Engineer,1-7yrs,(₹2.5L/yr - ₹12.2L/yr),"₹7,28,013/year",3.7
98,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Tech Lead,5-16yrs,(₹8.0L/yr - ₹33.3L/yr),"₹19,33,749/year",3.7
99,Tech Mahindra,IT Services & Consulting , 1 Lakh+ Employees ,37,Pune,Customer Service Associate,0-9yrs,(₹90.0K/yr - ₹4.5L/yr),"₹2,79,802/year",3.7
100,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Process Developer,0-9yrs,(₹95.0K/yr - ₹6.5L/yr),"₹4,12,221/year",3.9
101,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Process Associate,0-6yrs,(₹85.0K/yr - ₹6.1L/yr),"₹3,10,084/year",3.9
102,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Management Trainee,0-14yrs,(₹1.7L/yr - ₹9.3L/yr),"₹5,84,386/year",3.9
103,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Business Analyst,0-10yrs,(₹3.9L/yr - ₹11.5L/yr),"₹7,33,083/year",3.9
104,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Senior Process Associate,0-8yrs,(₹1.0L/yr - ₹8.0L/yr),"₹3,28,000/year",3.9
105,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Senior Associate,0-8yrs,(₹1.4L/yr - ₹9.0L/yr),"₹4,78,835/year",3.9
106,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Lead Consultant,3-12yrs,(₹9.0L/yr - ₹31.0L/yr),"₹18,53,711/year",3.9
107,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Operations Manager,0-19yrs,(₹4.8L/yr - ₹17.0L/yr),"₹11,56,592/year",3.9
108,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Principal Consultant,6-17yrs,(₹13.0L/yr - ₹38.5L/yr),"₹25,28,687/year",3.9
109,Genpact,IT Services & Consulting , 1 Lakh+ Employees ,26,New,Software Engineer,0-6yrs,(₹1.8L/yr - ₹11.5L/yr),"₹6,66,894/year",3.9
110,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Deputy Manager,0-13yrs,(₹1.9L/yr - ₹9.6L/yr),"₹5,85,237/year",3.8
111,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Sales Officer,0-7yrs,(₹1.2L/yr - ₹4.0L/yr),"₹2,48,068/year",3.8
112,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Relationship Officer,0-7yrs,(₹95.0K/yr - ₹5.0L/yr),"₹2,55,995/year",3.8
113,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Assistant Vice President,5-23yrs,(₹11.5L/yr - ₹42.0L/yr),"₹24,36,745/year",3.8
114,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Sales Manager,0-15yrs,(₹3.0L/yr - ₹12.4L/yr),"₹7,18,765/year",3.8
115,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Relationship Manager,0-14yrs,(₹2.0L/yr - ₹10.5L/yr),"₹6,49,313/year",3.8
116,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Sales Executive,0-7yrs,(₹60.0K/yr - ₹4.2L/yr),"₹2,47,041/year",3.8
117,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Business Development Executive,0-6yrs,(₹20.0K/yr - ₹5.0L/yr),"₹2,24,593/year",3.8
118,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Officer,0-6yrs,(₹1.5L/yr - ₹3.5L/yr),"₹2,49,617/year",3.8
119,Axis Bank,Banking , 50k-1 Lakh Employees ,30,Mumbai,Customer Service Officer,0-8yrs,(₹1.0L/yr - ₹5.9L/yr),"₹3,72,680/year",3.8
120,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Customer Service Executive,0-7yrs,(₹1.0L/yr - ₹7.5L/yr),"₹3,07,029/year",3.9
121,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Senior Representative,0-7yrs,(₹1.5L/yr - ₹6.3L/yr),"₹3,89,676/year",3.9
122,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Senior Advisor,0-7yrs,(₹1.7L/yr - ₹7.5L/yr),"₹3,72,962/year",3.9
123,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Technical Support Engineer,0-7yrs,(₹1.7L/yr - ₹8.5L/yr),"₹4,48,228/year",3.9
124,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Operations Representative,0-4yrs,(₹1.0L/yr - ₹5.0L/yr),"₹3,10,719/year",3.9
125,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Senior Associate,0-9yrs,(₹1.5L/yr - ₹6.5L/yr),"₹3,61,429/year",3.9
126,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Customer Care Executive,0-8yrs,(₹1.0L/yr - ₹7.0L/yr),"₹2,91,703/year",3.9
127,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,SME,0-10yrs,(₹1.4L/yr - ₹8.5L/yr),"₹4,66,166/year",3.9
128,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Customer Support Executive,0-6yrs,(₹85.0K/yr - ₹5.5L/yr),"₹2,95,526/year",3.9
129,Concentrix Corporation,BPO , 50k-1 Lakh Employees ,40,Fremont,Quality Analyst,0-9yrs,(₹1.4L/yr - ₹6.5L/yr),"₹3,85,702/year",3.9
130,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Customer Service Associate,0-7yrs,(₹60.0K/yr - ₹5.7L/yr),"₹3,38,306/year",4.1
131,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Transaction Risk Investigator,0-7yrs,(₹2.0L/yr - ₹6.9L/yr),"₹4,12,260/year",4.1
132,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Senior Associate,0-8yrs,(₹2.0L/yr - ₹10.1L/yr),"₹5,60,058/year",4.1
133,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Software Engineer,0-5yrs,(₹15.0L/yr - ₹50.0L/yr),"₹32,62,121/year",4.1
134,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Customer Service Executive,0-7yrs,(₹1.0L/yr - ₹6.4L/yr),"₹3,46,564/year",4.1
135,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Software Developer,0-10yrs,(₹15.0L/yr - ₹61.1L/yr),"₹37,41,586/year",4.1
136,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Software Development Engineer,0-13yrs,(₹21.6L/yr - ₹35.0L/yr),"₹23,52,464/year",4.1
137,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Process Associate,0-6yrs,(₹1.1L/yr - ₹7.0L/yr),"₹3,23,323/year",4.1
138,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Program Manager,0-15yrs,(₹9.8L/yr - ₹36.0L/yr),"₹22,02,623/year",4.1
139,Amazon,Internet , 1 Lakh+ Employees ,29,Seattle,Sde1,0-5yrs,(₹13.0L/yr - ₹48.0L/yr),"₹31,15,203/year",4.1
140,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Customer Care Executive,0-5yrs,(₹80.0K/yr - ₹4.3L/yr),"₹2,74,504/year",3.6
141,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Customer Service Associate,0-9yrs,(₹75.0K/yr - ₹4.0L/yr),"₹2,66,989/year",3.6
142,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Customer Service Executive,0-9yrs,(₹70.0K/yr - ₹4.6L/yr),"₹3,06,191/year",3.6
143,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Senior Customer Service Executive,0-8yrs,(₹1.0L/yr - ₹6.0L/yr),"₹3,03,416/year",3.6
144,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Quality Analyst,0-9yrs,(₹1.0L/yr - ₹6.0L/yr),"₹3,57,790/year",3.6
145,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Team Lead,0-12yrs,(₹1.1L/yr - ₹7.5L/yr),"₹4,50,605/year",3.6
146,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Customer Support Executive,0-8yrs,(₹65.0K/yr - ₹4.5L/yr),"₹2,99,639/year",3.6
147,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Analyst,0-7yrs,(₹1.0L/yr - ₹7.5L/yr),"₹2,62,951/year",3.6
148,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Technical Support Executive,0-6yrs,(₹1.0L/yr - ₹6.0L/yr),"₹3,55,216/year",3.6
149,Teleperformance,BPO , 50k-1 Lakh Employees ,45,Paris,Team Lead Operations,2-12yrs,(₹1.2L/yr - ₹7.0L/yr),"₹4,48,061/year",3.6
150,Reliance Jio,Telecom , 50k-1 Lakh Employees ,16,Navi,Deputy Manager,0-20yrs,(₹4.2L/yr - ₹13.0L/yr),"₹8,38,338/year",3.9
151,Reliance Jio,Telecom , 50k-1 Lakh Employees ,16,Navi,Network Engineer,0-10yrs,(₹1.7L/yr - ₹9.0L/yr),"₹4,22,019/year",3.9
152,Reliance Jio,Telecom , 50k-1 Lakh Employees ,16,Navi,Sales Executive,0-11yrs,(₹1.0L/yr - ₹6.0L/yr),"₹2,80,238/year",3.9
153,Reliance Jio,Telecom , 50k-1 Lakh Employees ,16,Navi,Jio Point Manager,0-12yrs,(₹1.9L/yr - ₹3.8L/yr),"₹2,90,400/year",3.9
154,Reliance Jio,Telecom , 50k-1 Lakh Employees ,16,Navi,Software Developer,0-5yrs,(₹4.5L/yr - ₹18.5L/yr),"₹10,99,351/year",3.9
