,company_name,company_based,no_employees,tenure,headquartered,designation,experience,salary_range,avg_salary,rating
3325,Zomato,Internet , 1k-5k Employees ,15,Gurgaon,Sales Manager,1-6yrs,(₹3.0L/yr - ₹12.1L/yr),"₹6,89,918/year",3.7
3326,Zomato,Internet , 1k-5k Employees ,15,Gurgaon,growth manager,0-9yrs,(₹5.0L/yr - ₹14.0L/yr),"₹10,32,861/year",3.7
3327,Zomato,Internet , 1k-5k Employees ,15,Gurgaon,Fleet Manager,1-8yrs,(₹2.5L/yr - ₹7.0L/yr),"₹5,25,120/year",3.7
3328,Zomato,Internet , 1k-5k Employees ,15,Gurgaon,Team Lead,2-8yrs,(₹1.2L/yr - ₹10.1L/yr),"₹5,09,163/year",3.7
3329,Zomato,Internet , 1k-5k Employees ,15,Gurgaon,Area Sales Manager,2-8yrs,(₹6.3L/yr - ₹24.0L/yr),"₹13,95,470/year",3.7
3330,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Operations Executive,1-9yrs,(₹1.6L/yr - ₹5.0L/yr),"₹3,52,901/year",3.8
3331,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Supervisor,0-6yrs,(₹1.0L/yr - ₹4.1L/yr),"₹2,31,879/year",3.8
3332,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Cluster Manager,2-10yrs,(₹2.7L/yr - ₹6.0L/yr),"₹4,52,241/year",3.8
3333,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Junior Executive,1-8yrs,(₹1.7L/yr - ₹3.8L/yr),"₹2,70,924/year",3.8
3334,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Senior Executive Operations,1-9yrs,(₹2.5L/yr - ₹5.6L/yr),"₹4,49,646/year",3.8
3335,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Software Developer,1-6yrs,(₹3.9L/yr - ₹14.6L/yr),"₹8,74,497/year",3.8
3336,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Desktop Support Engineer,1-7yrs,(₹2.0L/yr - ₹4.1L/yr),"₹3,62,805/year",3.8
3337,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Delivery Boy,0-7yrs,(₹20.0K/yr - ₹5.3L/yr),"₹2,39,622/year",3.8
3338,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Logistics Executive,1-6yrs,(₹1.2L/yr - ₹4.2L/yr),"₹2,87,259/year",3.8
3339,XpressBees,Logistics , 5k-10k Employees ,8,Pune,Operation Supervisor,2-6yrs,(₹1.5L/yr - ₹3.6L/yr),"₹2,39,859/year",3.8
3340,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Junior Officer,0-6yrs,(₹1.5L/yr - ₹4.0L/yr),"₹2,59,844/year",4.1
3341,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Territory Executive,3-12yrs,(₹3.2L/yr - ₹8.0L/yr),"₹5,86,107/year",4.1
3342,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Junior Executive,2-12yrs,(₹2.1L/yr - ₹7.3L/yr),"₹4,86,758/year",4.1
3343,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Senior Territory Executive,8-18yrs,(₹4.1L/yr - ₹10.3L/yr),"₹7,94,679/year",4.1
3344,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,District Business Manager,10-26yrs,(₹7.8L/yr - ₹21.5L/yr),"₹16,00,372/year",4.1
3345,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Officer,3-9yrs,(₹2.0L/yr - ₹6.3L/yr),"₹3,91,673/year",4.1
3346,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Assistant Officer,3-7yrs,(₹2.4L/yr - ₹4.2L/yr),"₹3,65,073/year",4.1
3347,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Junior Associate,0-4yrs,(₹2.0L/yr - ₹3.4L/yr),"₹2,39,793/year",4.1
3348,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Medical Representative,1-10yrs,(₹1.7L/yr - ₹7.4L/yr),"₹4,21,388/year",4.1
3349,Pfizer,Pharma , 5k-10k Employees ,19,Chennai,Deputy Manager,8-16yrs,(₹8.6L/yr - ₹19.2L/yr),"₹14,15,841/year",4.1
3350,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Officer,0-8yrs,(₹1.7L/yr - ₹6.6L/yr),"₹4,08,823/year",3.8
3351,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Production Officer,1-9yrs,(₹2.3L/yr - ₹6.3L/yr),"₹4,55,605/year",3.8
3352,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Territory Manager,0-9yrs,(₹2.1L/yr - ₹5.8L/yr),"₹3,91,288/year",3.8
3353,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Area Business Manager,5-15yrs,(₹3.0L/yr - ₹11.0L/yr),"₹6,48,827/year",3.8
3354,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Senior Research Fellow,2-10yrs,(₹3.0L/yr - ₹9.6L/yr),"₹5,71,508/year",3.8
3355,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Executive Production,6-15yrs,(₹4.6L/yr - ₹9.6L/yr),"₹7,13,868/year",3.8
3356,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Regional Manager,1-19yrs,(₹4.5L/yr - ₹9.5L/yr),"₹7,37,907/year",3.8
3357,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,QC Officer,1-6yrs,(₹2.3L/yr - ₹5.5L/yr),"₹3,71,469/year",3.8
3358,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Technical Assistant,0-5yrs,(₹1.5L/yr - ₹4.2L/yr),"₹2,77,468/year",3.8
3359,Emcure Pharmaceuticals,Pharma , 5k-10k Employees ,42,Pune,Quality Control Officer,0-8yrs,(₹2.7L/yr - ₹6.0L/yr),"₹4,20,110/year",3.8
3360,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Senior Engineer,4-19yrs,(₹4.8L/yr - ₹13.3L/yr),"₹9,71,611/year",4.1
3361,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Graduate Apprentice Trainee,0-2yrs,(₹20.0K/yr - ₹4.5L/yr),"₹1,61,009/year",4.1
3362,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Junior Engineer,2-11yrs,(₹2.0L/yr - ₹6.4L/yr),"₹4,37,147/year",4.1
3363,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Assistant Engineer,6-14yrs,(₹4.0L/yr - ₹8.5L/yr),"₹6,19,652/year",4.1
3364,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Deputy Manager,10-24yrs,(₹11.5L/yr - ₹21.7L/yr),"₹16,17,360/year",4.1
3365,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Production Engineer,1-16yrs,(₹1.6L/yr - ₹10.0L/yr),"₹6,28,557/year",4.1
3366,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Team Lead,1-9yrs,(₹1.7L/yr - ₹6.3L/yr),"₹3,49,280/year",4.1
3367,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Trainee,0-4yrs,(₹1.0L/yr - ₹3.2L/yr),"₹1,96,960/year",4.1
3368,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Technician,8-16yrs,(₹2.1L/yr - ₹9.0L/yr),"₹5,91,001/year",4.1
3369,Renault-Nissan,Automobile , 10k-50k Employees ,16,Chennai,Design Engineer,3-7yrs,(₹3.3L/yr - ₹9.0L/yr),"₹6,49,124/year",4.1
3370,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Operations Executive,0-10yrs,(₹1.6L/yr - ₹5.0L/yr),"₹3,32,698/year",4.1
3371,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Deputy Manager,1-14yrs,(₹4.0L/yr - ₹11.6L/yr),"₹7,45,899/year",4.1
3372,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Supervisor,0-6yrs,(₹1.2L/yr - ₹3.9L/yr),"₹2,57,400/year",4.1
3373,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Senior Executive Operations,0-12yrs,(₹2.3L/yr - ₹6.4L/yr),"₹4,38,678/year",4.1
3374,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Deputy Manager Operations,1-18yrs,(₹3.5L/yr - ₹10.5L/yr),"₹6,79,728/year",4.1
3375,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Logistics Executive,1-9yrs,(₹1.2L/yr - ₹4.5L/yr),"₹2,94,933/year",4.1
3376,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Operations Manager,7-17yrs,(₹4.0L/yr - ₹15.5L/yr),"₹9,50,016/year",4.1
3377,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Store Executive,2-9yrs,(₹1.8L/yr - ₹4.2L/yr),"₹2,83,841/year",4.1
3378,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,Commercial Executive,1-10yrs,(₹2.1L/yr - ₹4.7L/yr),"₹3,22,974/year",4.1
3379,Mahindra Logistics,Logistics , 1k-5k Employees ,23,Mumbai,MIS Executive,0-9yrs,(₹1.6L/yr - ₹3.6L/yr),"₹2,46,697/year",4.1
3380,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Associate Consultant,2-7yrs,(₹3.1L/yr - ₹13.0L/yr),"₹7,91,428/year",3.6
3381,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Executive Accountant,1-7yrs,(₹1.2L/yr - ₹4.0L/yr),"₹2,46,133/year",3.6
3382,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Senior Consultant,5-12yrs,(₹6.6L/yr - ₹26.0L/yr),"₹16,33,954/year",3.6
3383,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Software Developer,0-7yrs,(₹2.1L/yr - ₹11.5L/yr),"₹7,00,971/year",3.6
3384,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Senior Software Engineer,2-10yrs,(₹6.8L/yr - ₹25.0L/yr),"₹15,57,857/year",3.6
3385,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Software Engineer,1-5yrs,(₹3.0L/yr - ₹12.0L/yr),"₹7,00,236/year",3.6
3386,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Team Lead,1-17yrs,(₹1.9L/yr - ₹8.8L/yr),"₹4,91,529/year",3.6
3387,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Trainee,0-2yrs,(₹30.0K/yr - ₹4.5L/yr),"₹2,15,157/year",3.6
3388,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Training Consultant,0-3yrs,(₹1.3L/yr - ₹5.2L/yr),"₹3,09,642/year",3.6
3389,Datamatics Global Services,IT Services & Consulting , 5k-10k Employees ,48,Mumbai,Data Analyst,0-6yrs,(₹75.0K/yr - ₹7.0L/yr),"₹2,67,064/year",3.6
3390,DS Group,FMCG , 1k-5k Employees ,94,Noida,Sales Officer,0-12yrs,(₹1.5L/yr - ₹5.2L/yr),"₹3,60,547/year",4.0
3391,DS Group,FMCG , 1k-5k Employees ,94,Noida,Senior Sales Officer,6-13yrs,(₹2.2L/yr - ₹5.7L/yr),"₹4,16,039/year",4.0
3392,DS Group,FMCG , 1k-5k Employees ,94,Noida,Area Sales Manager,9-20yrs,(₹4.5L/yr - ₹14.0L/yr),"₹8,92,021/year",4.0
3393,DS Group,FMCG , 1k-5k Employees ,94,Noida,Deputy Manager,6-15yrs,(₹5.0L/yr - ₹15.0L/yr),"₹8,77,911/year",4.0
3394,DS Group,FMCG , 1k-5k Employees ,94,Noida,Senior Officer,0-12yrs,(₹2.5L/yr - ₹5.8L/yr),"₹3,92,972/year",4.0
3395,DS Group,FMCG , 1k-5k Employees ,94,Noida,Sales Executive,3-17yrs,(₹1.1L/yr - ₹6.4L/yr),"₹3,78,101/year",4.0
3396,DS Group,FMCG , 1k-5k Employees ,94,Noida,Area Sales Executive,4-15yrs,(₹3.1L/yr - ₹7.0L/yr),"₹5,44,946/year",4.0
3397,DS Group,FMCG , 1k-5k Employees ,94,Noida,Production Officer,2-8yrs,(₹2.4L/yr - ₹4.0L/yr),"₹3,26,433/year",4.0
3398,DS Group,FMCG , 1k-5k Employees ,94,Noida,Executive Production,1-8yrs,(₹2.8L/yr - ₹7.2L/yr),"₹4,33,223/year",4.0
3399,DS Group,FMCG , 1k-5k Employees ,94,Noida,Senior Sales Executive,4-16yrs,(₹3.3L/yr - ₹7.9L/yr),"₹6,18,178/year",4.0
3400,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Senior Engineer,1-12yrs,(₹2.4L/yr - ₹10.6L/yr),"₹6,65,532/year",4.1
3401,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Deputy Manager,4-17yrs,(₹4.3L/yr - ₹17.5L/yr),"₹10,32,648/year",4.1
3402,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Civil Engineer,3-8yrs,(₹2.6L/yr - ₹6.0L/yr),"₹4,21,491/year",4.1
3403,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,QA QC Engineer,1-7yrs,(₹2.1L/yr - ₹6.5L/yr),"₹3,91,679/year",4.1
3404,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Assistant General Manager,10-24yrs,(₹16.0L/yr - ₹39.8L/yr),"₹25,88,524/year",4.1
3405,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Site Engineer,2-7yrs,(₹2.4L/yr - ₹5.7L/yr),"₹3,69,895/year",4.1
3406,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Electrical Engineer,1-6yrs,(₹1.8L/yr - ₹6.7L/yr),"₹3,56,194/year",4.1
3407,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Safety Officer,0-7yrs,(₹1.4L/yr - ₹5.5L/yr),"₹3,32,528/year",4.1
3408,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Junior Engineer,0-5yrs,(₹2.2L/yr - ₹5.0L/yr),"₹3,48,673/year",4.1
3409,Kalpataru Power Transmission,Engineering & Construction , 1k-5k Employees ,42,Mumbai,Project Manager,10-20yrs,(₹9.0L/yr - ₹28.2L/yr),"₹17,22,257/year",4.1
3410,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,MIS Executive,0-9yrs,(₹1.1L/yr - ₹5.0L/yr),"₹3,25,151/year",4.0
3411,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Field Support Engineer,0-10yrs,(₹2.7L/yr - ₹6.9L/yr),"₹4,80,295/year",4.0
3412,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,TOC Engineer,0-6yrs,(₹2.0L/yr - ₹4.0L/yr),"₹3,08,172/year",4.0
3413,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Quality Engineer,0-8yrs,(₹2.5L/yr - ₹6.6L/yr),"₹4,37,927/year",4.0
3414,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Site Acquisition Executive,1-10yrs,(₹2.4L/yr - ₹5.4L/yr),"₹3,78,310/year",4.0
3415,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Survelliance Engineer,0-7yrs,(₹1.4L/yr - ₹4.4L/yr),"₹2,81,271/year",4.0
3416,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Project Manager,10-20yrs,(₹6.3L/yr - ₹22.9L/yr),"₹14,12,718/year",4.0
3417,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Field Service Engineer,0-8yrs,(₹3.0L/yr - ₹6.5L/yr),"₹4,47,563/year",4.0
3418,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,Cluster Incharge,4-13yrs,(₹4.0L/yr - ₹9.5L/yr),"₹6,21,802/year",4.0
3419,Indus Towers,Telecom , 1k-5k Employees ,16,Gurgaon,TOC Executive,0-5yrs,(₹1.5L/yr - ₹4.2L/yr),"₹2,72,656/year",4.0
3420,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Data Analyst,0-4yrs,(₹6.0L/yr - ₹19.0L/yr),"₹12,23,539/year",4.0
3421,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Senior Officer,1-8yrs,(₹2.0L/yr - ₹7.5L/yr),"₹5,68,245/year",4.0
3422,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Senior Assistant,2-7yrs,(₹1.5L/yr - ₹4.5L/yr),"₹2,74,414/year",4.0
3423,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Software Engineer,0-4yrs,(₹9.4L/yr - ₹33.9L/yr),"₹22,88,868/year",4.0
3424,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Supervisor,1-6yrs,(₹1.0L/yr - ₹3.6L/yr),"₹2,32,636/year",4.0
3425,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Senior Software Engineer,1-6yrs,(₹13.5L/yr - ₹50.0L/yr),"₹30,06,072/year",4.0
3426,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Category Manager,0-10yrs,(₹8.8L/yr - ₹30.0L/yr),"₹17,92,394/year",4.0
3427,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Data Entry Operator,0-4yrs,(₹1.0L/yr - ₹3.5L/yr),"₹2,16,147/year",4.0
3428,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Deputy Director,7-16yrs,(₹14.6L/yr - ₹50.0L/yr),"₹33,54,764/year",4.0
3429,Myntra,Internet , 1k-5k Employees ,16,Bangalore,Partner Consultant,0-6yrs,(₹2.5L/yr - ₹7.0L/yr),"₹4,52,027/year",4.0
3430,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Duty Manager,2-12yrs,(₹2.3L/yr - ₹5.5L/yr),"₹3,75,059/year",4.1
3431,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Duty Officer,0-6yrs,(₹1.4L/yr - ₹4.0L/yr),"₹2,59,506/year",4.1
3432,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Entertainment Service Provider,0-5yrs,(₹20.0K/yr - ₹4.0L/yr),"₹1,67,914/year",4.1
3433,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Executive Accountant,1-11yrs,(₹2.0L/yr - ₹4.6L/yr),"₹3,12,019/year",4.1
3434,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Cinema Manager,5-17yrs,(₹3.8L/yr - ₹9.5L/yr),"₹6,71,965/year",4.1
3435,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Human Resource Business Associate,1-6yrs,(₹2.0L/yr - ₹4.0L/yr),"₹3,03,307/year",4.1
3436,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,IT Administrator,0-10yrs,(₹2.1L/yr - ₹5.0L/yr),"₹3,67,620/year",4.1
3437,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Guest Relation Associate,0-4yrs,(₹1.1L/yr - ₹3.6L/yr),"₹2,34,991/year",4.1
3438,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,HR Executive,1-7yrs,(₹2.3L/yr - ₹5.0L/yr),"₹3,42,763/year",4.1
3439,PVR Cinemas,Media & Entertainment , 1k-5k Employees ,26,Gurgaon,Guest Relation Executive,0-5yrs,(₹1.0L/yr - ₹4.8L/yr),"₹2,70,031/year",4.1
3440,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Store Manager,5-15yrs,(₹2.8L/yr - ₹7.4L/yr),"₹5,29,649/year",4.2
3441,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Assistant Store Manager,3-10yrs,(₹1.5L/yr - ₹4.5L/yr),"₹3,00,117/year",4.2
3442,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Floor Manager,1-8yrs,(₹95.0K/yr - ₹3.0L/yr),"₹1,77,703/year",4.2
3443,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Retail Store Manager,6-14yrs,(₹3.0L/yr - ₹8.0L/yr),"₹5,06,894/year",4.2
3444,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Head Cashier,1-7yrs,(₹95.0K/yr - ₹3.1L/yr),"₹1,85,253/year",4.2
3445,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Cashier,0-5yrs,(₹80.0K/yr - ₹2.6L/yr),"₹1,41,524/year",4.2
3446,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Regional Manager,11-17yrs,(₹6.5L/yr - ₹16.0L/yr),"₹11,62,448/year",4.2
3447,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Visual Merchandiser,1-6yrs,(₹1.1L/yr - ₹3.1L/yr),"₹2,06,717/year",4.2
3448,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,Customer Service Associate,0-5yrs,(₹75.0K/yr - ₹2.3L/yr),"₹1,26,815/year",4.2
3449,V-Mart,Retail , 5k-10k Employees ,21,Gurgaon/Gurugram,ASM,1-8yrs,(₹2.1L/yr - ₹4.5L/yr),"₹3,02,496/year",4.2
3450,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Growth Officer,0-9yrs,(₹1.2L/yr - ₹3.8L/yr),"₹2,32,839/year",4.2
3451,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Area Growth Manager,4-15yrs,(₹2.9L/yr - ₹7.8L/yr),"₹5,02,140/year",4.2
3452,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Sales Officer,0-10yrs,(₹1.2L/yr - ₹4.6L/yr),"₹2,57,644/year",4.2
3453,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Quality Executive,2-11yrs,(₹2.8L/yr - ₹7.1L/yr),"₹4,67,081/year",4.2
3454,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Business Development Executive,1-11yrs,(₹2.0L/yr - ₹6.0L/yr),"₹3,89,044/year",4.2
3455,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Sales Executive,0-6yrs,(₹1.2L/yr - ₹4.8L/yr),"₹2,57,327/year",4.2
3456,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Growth Executive,2-13yrs,(₹1.8L/yr - ₹4.3L/yr),"₹2,95,583/year",4.2
3457,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Shift Incharge,6-13yrs,(₹5.2L/yr - ₹11.0L/yr),"₹8,47,683/year",4.2
3458,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,Regional Growth Manager,9-22yrs,(₹6.5L/yr - ₹14.3L/yr),"₹9,17,019/year",4.2
3459,Parle Agro,Beverage , 1k-5k Employees ,39,Mumbai,QA Executive,3-11yrs,(₹3.0L/yr - ₹6.5L/yr),"₹4,92,225/year",4.2
3460,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Relationship Manager,0-7yrs,(₹2.0L/yr - ₹6.6L/yr),"₹4,12,700/year",3.6
3461,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Senior Relationship Manager,1-10yrs,(₹2.8L/yr - ₹7.5L/yr),"₹5,35,507/year",3.6
3462,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Tele Marketing Executive,0-5yrs,(₹1.1L/yr - ₹3.6L/yr),"₹2,29,568/year",3.6
3463,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Sales Executive,0-5yrs,(₹1.6L/yr - ₹6.0L/yr),"₹3,10,697/year",3.6
3464,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Senior Sales Executive,2-7yrs,(₹2.1L/yr - ₹5.6L/yr),"₹4,10,429/year",3.6
3465,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Direct Sales Manager,2-10yrs,(₹3.4L/yr - ₹6.2L/yr),"₹4,70,912/year",3.6
3466,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Collections Executive,2-8yrs,(₹1.8L/yr - ₹4.4L/yr),"₹3,29,282/year",3.6
3467,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Territory Manager,6-14yrs,(₹3.9L/yr - ₹9.0L/yr),"₹6,71,439/year",3.6
3468,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Team Manager,6-12yrs,(₹3.8L/yr - ₹9.0L/yr),"₹6,23,292/year",3.6
3469,Mahindra Holidays & Resorts,Hospitality , 5k-10k Employees ,27,Mumbai,Asst.Marketing Manager,4-14yrs,(₹4.0L/yr - ₹8.0L/yr),"₹6,46,226/year",3.6
3470,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Senior Engineer,0-11yrs,(₹2.1L/yr - ₹10.0L/yr),"₹6,37,927/year",3.5
3471,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Technical Support Engineer,0-5yrs,(₹1.0L/yr - ₹7.0L/yr),"₹3,35,092/year",3.5
3472,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Network Engineer,0-6yrs,(₹1.8L/yr - ₹9.0L/yr),"₹5,15,861/year",3.5
3473,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Network Security Engineer,0-6yrs,(₹3.0L/yr - ₹11.0L/yr),"₹6,08,682/year",3.5
3474,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Senior Network Engineer,1-9yrs,(₹4.0L/yr - ₹14.5L/yr),"₹8,75,560/year",3.5
3475,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Software Engineer,1-5yrs,(₹2.0L/yr - ₹9.0L/yr),"₹4,96,676/year",3.5
3476,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,TAC Engineer,0-5yrs,(₹3.0L/yr - ₹10.0L/yr),"₹5,55,604/year",3.5
3477,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Team Lead,3-14yrs,(₹3.9L/yr - ₹13.9L/yr),"₹8,57,589/year",3.5
3478,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Senior Software Engineer,3-8yrs,(₹4.4L/yr - ₹14.0L/yr),"₹9,33,394/year",3.5
3479,Movate,IT Services & Consulting , 1k-5k Employees ,27,Plano,Trainee,0-1yrs,(₹1.3L/yr - ₹3.5L/yr),"₹2,48,373/year",3.5
3480,BHEL,Electrical Equipment , 10k-50k Employees ,59,Bangalore/Bengaluru,Deputy Manager,10-15yrs,(₹10.5L/yr - ₹30.0L/yr),"₹22,06,762/year",4.1
3481,BHEL,Electrical Equipment , 10k-50k Employees ,59,Bangalore/Bengaluru,Graduate Apprentice Trainee,0-3yrs,(₹60.0K/yr - ₹3.0L/yr),"₹1,35,496/year",4.1
3482,BHEL,Electrical Equipment , 10k-50k Employees ,59,Bangalore/Bengaluru,Senior Engineer,5-11yrs,(₹7.0L/yr - ₹24.0L/yr),"₹15,57,766/year",4.1
